activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
47.73Z,boulevard,DE STRASBOURG,PARIS 10,75010,75,POINT (1.9027989 49.0056839),1.9027989,49.0056839
47.73Z,,DES ORMES,VERNOUILLET,78540,78,POINT (2.4752779 48.9282771),2.4752779,48.9282771
47.73Z,,DES PUITS,LA CELLE-SAINT-CLOUD,78170,78,POINT (2.4794887 48.7475393),2.4794887,48.7475393
47.73Z,avenue,LEDRU ROLLIN,LE PERREUX-SUR-MARNE,94170,94,POINT (2.5343358 48.8815655),2.5343358,48.8815655
47.73Z,rue,BROCHANT,PARIS 17,75017,75,POINT (2.2562921 48.9721887),2.2562921,48.9721887
47.73Z,boulevard,DU MONTPARNASSE,PARIS 15,75015,75,POINT (2.49685 48.805276),2.49685,48.805276
47.73Z,rue,LANTIEZ,PARIS 17,75017,75,POINT (2.2566982 48.7260193),2.2566982,48.7260193
47.73Z,rue,DE L EGLISE,YERRES,91330,91,POINT (2.1822134 48.9248801),2.1822134,48.9248801
47.73Z,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92600,92,POINT (2.2649029 48.7885117),2.2649029,48.7885117
47.73Z,avenue,CHARLES DE GAULLE,NEUILLY-SUR-SEINE,92200,92,POINT (2.4129912 48.7316646),2.4129912,48.7316646
47.73Z,place,DE L EGLISE,SAINT-THIBAULT-DES-VIGNES,77400,77,POINT (2.0700505 48.7712712),2.0700505,48.7712712
47.73Z,avenue,ARISTIDE BRIAND,CACHAN,94230,94,POINT (2.3319768 48.7903122),2.3319768,48.7903122
47.73Z,rue,MAURICE COQUELIN,VITRY-SUR-SEINE,94400,94,POINT (2.0921235 49.0491409),2.0921235,49.0491409
47.73Z,avenue,JEAN JAURES,MANTES-LA-VILLE,78711,78,POINT (2.3555562 48.8817784),2.3555562,48.8817784
47.73Z,rue,AUGUSTE RENOIR,MONTIGNY-LES-CORMEILLES,95370,95,POINT (2.3566154 48.8563185),2.3566154,48.8563185
47.73Z,rue,AUGUSTE RENOIR,MONTIGNY-LES-CORMEILLES,95370,95,POINT (2.5773605 48.8946242),2.5773605,48.8946242
47.73Z,place,EUGENE DELACROIX,MONTIGNY-LES-CORMEILLES,95370,95,POINT (2.3161193 48.8719496),2.3161193,48.8719496
47.73Z,rue,AUGUSTE RENOIR,MONTIGNY-LES-CORMEILLES,95370,95,POINT (2.5416143 48.8955512),2.5416143,48.8955512
47.73Z,rue,HENRY MONNIER,PARIS 9,75009,75,POINT (2.272517 48.9098282),2.272517,48.9098282
47.73Z,rue,DE COURBEVOIE,NANTERRE,92000,92,POINT (2.3478652 48.8909793),2.3478652,48.8909793
47.73Z,rue,LE CORBUSIER,BOULOGNE-BILLANCOURT,92100,92,POINT (2.464917 48.859629),2.464917,48.859629
47.73Z,,DE CORBEIL,SAINTE-GENEVIEVE-DES-BOIS,91700,91,POINT (2.0361081 49.0816228),2.0361081,49.0816228
47.73Z,avenue,KLEBER,PARIS 16,75116,75,POINT (2.3381681 48.884614),2.3381681,48.884614
47.73Z,rue,JULIE-VICTOIRE DAUBIE,LIMEIL-BREVANNES,94450,94,POINT (2.5143564 48.7710292),2.5143564,48.7710292
47.73Z,rue,ARISTIDE BRIAND,GAGNY,93220,93,POINT (2.3004202 48.8470363),2.3004202,48.8470363
47.73Z,boulevard,CHARLES DE GAULLE,SANNOIS,95110,95,POINT (2.326642 48.9761987),2.326642,48.9761987
47.73Z,place,DES MARRONNIERS,SAINT-MAUR-DES-FOSSES,94100,94,POINT (2.3300249 48.8338639),2.3300249,48.8338639
47.73Z,avenue,RAYMOND ARON,MASSY,91300,91,POINT (2.4088858 48.8650353),2.4088858,48.8650353
47.73Z,rue,HOCHE,HOUILLES,78800,78,POINT (2.2921221 48.7903034),2.2921221,48.7903034
47.73Z,rue,BERNARD ISKE,LE PLESSIS-ROBINSON,92350,92,POINT (2.5951411 48.5667912),2.5951411,48.5667912
47.73Z,avenue,DE LA REPUBLIQUE,VILLENEUVE-LE-ROI,94290,94,POINT (2.4674226 48.8170908),2.4674226,48.8170908
47.73Z,place,DE L EGLISE,GUYANCOURT,78280,78,POINT (2.302839 48.6086241),2.302839,48.6086241
47.73Z,avenue,MAL DE LATTRE DE TASSIGNY,CACHAN,94230,94,POINT (2.413813 48.8152847),2.413813,48.8152847
47.73Z,place,NOTRE DAME,PONTOISE,95300,95,POINT (2.5076406657933576 48.82090705),2.5076406657933576,48.82090705
47.73Z,rue,DE MAUBEUGE,PARIS 9,75009,75,POINT (2.2911093 48.7788825),2.2911093,48.7788825
47.73Z,rue,VIEILLE DU TEMPLE,PARIS 4,75004,75,POINT (2.0737886 48.8701461),2.0737886,48.8701461
47.73Z,rue,DU GENERAL LECLERC,MONTFERMEIL,93370,93,POINT (2.3258494 48.8541972),2.3258494,48.8541972
47.73Z,rue,DE MIROMESNIL,PARIS 8,75008,75,POINT (2.0500852 48.7592227),2.0500852,48.7592227
47.73Z,allée,DE MAISON ROUGE,GAGNY,93220,93,POINT (2.3951565 48.8473598),2.3951565,48.8473598
47.73Z,rue,DES BOURGUIGNONS,ASNIERES-SUR-SEINE,92600,92,POINT (2.3848362 48.8495601),2.3848362,48.8495601
47.73Z,rue,SIMART,PARIS 18,75018,75,POINT (2.6404221 48.8342214),2.6404221,48.8342214
47.73Z,rue,DES GRANDS PECHERS,MONTREUIL,93100,93,POINT (2.152232 48.9082132),2.152232,48.9082132
47.73Z,chemin,DE LA CROISETTE,BOISSY L'AILLERIE,95650,95,POINT (2.343631 48.8529342),2.343631,48.8529342
47.73Z,,LA HAYETTE,MAREUIL-LES-MEAUX,77100,77,POINT (1.7016347 49.0637734),1.7016347,49.0637734
47.73Z,avenue,DE LA JONCHERE,LA CELLE-SAINT-CLOUD,78170,78,POINT (2.3770087 48.4353947),2.3770087,48.4353947
47.73Z,rue,DES ABBESSES,PARIS 18,75018,75,POINT (2.3708159 48.9764996),2.3708159,48.9764996
47.73Z,,DU SOUVENIR FRANCAIS,LA GARENNE-COLOMBES,92250,92,POINT (2.4931348 48.95671),2.4931348,48.95671
47.73Z,,PARIS,SOURDUN,77171,77,POINT (2.3122485 48.8829731),2.3122485,48.8829731
47.73Z,avenue,DU BERRY,LES ULIS,91940,91,POINT (3.677897 49.1235325),3.677897,49.1235325
47.73Z,rue,DE MONTALEAU,SUCY-EN-BRIE,94370,94,POINT (2.4936377 48.933537),2.4936377,48.933537
47.73Z,rue,DE LA CROIX NIVERT,PARIS 15,75015,75,POINT (2.0630982 48.9602136),2.0630982,48.9602136
47.73Z,rue,DAGUERRE,PARIS 14,75014,75,POINT (2.2989814 48.8832761),2.2989814,48.8832761
47.73Z,rue,DES BENARDS,FONTENAY-AUX-ROSES,92260,92,POINT (2.3740258 48.7941904),2.3740258,48.7941904
47.73Z,rue,DE PARIS,JOINVILLE-LE-PONT,94340,94,POINT (2.3256907 48.8933482),2.3256907,48.8933482
47.73Z,rue,VERON,ALFORTVILLE,94140,94,POINT (2.0490816 48.9748202),2.0490816,48.9748202
47.73Z,boulevard,GABRIEL PERI,CHAMPIGNY-SUR-MARNE,94500,94,POINT (2.175588 48.9448189),2.175588,48.9448189
47.73Z,rue,HOUDAN,SCEAUX,92330,92,POINT (2.3936804 48.9134781),2.3936804,48.9134781
47.73Z,rue,JEAN MERMOZ,L'ETANG-LA-VILLE,78620,78,POINT (2.1801012 48.9072435),2.1801012,48.9072435
47.73Z,place,DES DOUVES,VOISINS-LE-BRETONNEUX,78960,78,POINT (2.3217255 48.8718651),2.3217255,48.8718651
47.73Z,rue,DE REUILLY,PARIS 12,75012,75,POINT (2.2911074 48.8444202),2.2911074,48.8444202
47.73Z,boulevard,DU SEGRAIS,LOGNES,77185,77,POINT (2.3663022 48.6744824),2.3663022,48.6744824
47.73Z,boulevard,SAINT MICHEL,PARIS 6,75006,75,POINT (2.4867003 48.7643656),2.4867003,48.7643656
47.73Z,rue,DE L EGLISE,VETHEUIL,95510,95,POINT (2.3844566042591886 48.52452085),2.3844566042591886,48.52452085
47.73Z,place,DU GENERAL DE GAULLE,BOUTIGNY-SUR-ESSONNE,91820,91,POINT (2.2094549 48.9289475),2.2094549,48.9289475
47.73Z,place,ANDRE GIDE,SARCELLES,95200,95,POINT (2.3290882 48.8513423),2.3290882,48.8513423
47.73Z,rue,AUGUSTE RENOIR,AULNAY-SOUS-BOIS,93600,93,POINT (2.3935937 48.7615014),2.3935937,48.7615014
47.73Z,rue,PIERRE ET MARIE CURIE,BALLANCOURT-SUR-ESSONNE,91610,91,POINT (2.411957 48.9674999),2.411957,48.9674999
47.73Z,rue,DE LYON,PARIS 12,75012,75,POINT (2.2871682 48.9078602),2.2871682,48.9078602
47.73Z,rue,LEGENDRE,PARIS 17,75017,75,POINT (2.3229484 48.7992083),2.3229484,48.7992083
47.73Z,rue,DU MOULIN,GRIGNY,91350,91,POINT (2.2826136 48.9261416),2.2826136,48.9261416
47.73Z,avenue,ANATOLE FRANCE,AULNAY-SOUS-BOIS,93600,93,POINT (2.1311939 48.8068213),2.1311939,48.8068213
47.73Z,avenue,LENINE,ACHERES,78260,78,POINT (2.2826947 48.8582967),2.2826947,48.8582967
47.73Z,avenue,GAMBETTA,MAISONS-ALFORT,94700,94,POINT (2.1273035 48.8225577),2.1273035,48.8225577
47.73Z,rue,DE COURCELLES,PARIS 17,75017,75,POINT (2.1273789 48.8171907),2.1273789,48.8171907
47.73Z,,DE LA GARE,MONTIGNY-LES-CORMEILLES,95370,95,POINT (2.2909608 48.5181808),2.2909608,48.5181808
47.73Z,rue,DU GENIE,VITRY-SUR-SEINE,94400,94,POINT (2.3004202 48.8470363),2.3004202,48.8470363
47.73Z,avenue,PDT JOHN KENNEDY,LE PECQ,78230,78,POINT (2.3236372 48.8873346),2.3236372,48.8873346
47.73Z,rue,DE LA JONQUIERE,PARIS 17,75017,75,POINT (2.3631694 48.8550149),2.3631694,48.8550149
47.73Z,,DU GRAND SIECLE,VERSAILLES,78000,78,POINT (2.2811437 48.8963935),2.2811437,48.8963935
47.73Z,rue,BRANLY,VILLENEUVE-SAINT-GEORGES,94190,94,POINT (2.3633439391810365 48.84295535),2.3633439391810365,48.84295535
47.73Z,avenue,MAURICE BERTEAUX,ANDRESY,78570,78,POINT (2.294476 48.8983159),2.294476,48.8983159
47.73Z,boulevard,DE BEZONS,SARTROUVILLE,78500,78,POINT (2.3710719 48.8541707),2.3710719,48.8541707
47.73Z,rue,LEOPOLD RECHOSSIERE,AUBERVILLIERS,93300,93,POINT (2.2465733 48.5871263),2.2465733,48.5871263
47.73Z,rue,GABRIEL PERI,CARRIERES-SUR-SEINE,78420,78,POINT (2.3709431 48.8523901),2.3709431,48.8523901
47.73Z,rue,GENERAL DE GAULLE,VILLENEUVE-LE-COMTE,77174,77,POINT (2.3974518 48.840317),2.3974518,48.840317
47.73Z,avenue,DE LA GRANDE ILE,VOISINS-LE-BRETONNEUX,78960,78,POINT (2.3848362 48.8495601),2.3848362,48.8495601
47.73Z,boulevard,MALESHERBES,PARIS 17,75017,75,POINT (2.3686307 48.8462317),2.3686307,48.8462317
47.73Z,,DE LA BERENGERE,SAINT-CLOUD,92210,92,POINT (2.2125567 49.1275057),2.2125567,49.1275057
47.73Z,rue,DE LA LIBERATION,SAINT-VRAIN,91770,91,POINT (2.3537546 48.8305074),2.3537546,48.8305074
47.73Z,rue,DES ENTREPRENEURS,PARIS 15,75015,75,POINT (2.4668239 48.8526005),2.4668239,48.8526005
47.73Z,boulevard,GABRIEL PERI,VIRY-CHATILLON,91170,91,POINT (2.357676 48.8344015),2.357676,48.8344015
47.73Z,rue,DE SEVRES,PARIS 6,75006,75,POINT (2.2944364 48.893156),2.2944364,48.893156
47.73Z,rue,DE BELLEVILLE,PARIS 19,75019,75,POINT (2.6259564 48.5413713),2.6259564,48.5413713
47.73Z,place,DES LIBERTES,BONNEUIL-SUR-MARNE,94380,94,POINT (2.3873173 48.836049),2.3873173,48.836049
47.73Z,place,DE LA LIBERTE,BALLANCOURT-SUR-ESSONNE,91610,91,POINT (2.2640245 48.891764),2.2640245,48.891764
47.73Z,rue,MAURICE BERTEAUX,BEZONS,95870,95,POINT (2.3271248 48.9033081),2.3271248,48.9033081
47.73Z,rue,DU CHERCHE MIDI,PARIS 6,75006,75,POINT (2.2400674 48.7075941),2.2400674,48.7075941
47.73Z,rue,PAUL VAILLANT COUTURIER,THIAIS,94320,94,POINT (2.0348007 48.7806157),2.0348007,48.7806157
47.73Z,rue,DE VERDUN,GARGES-LES-GONESSE,95140,95,POINT (2.3964188 48.8566591),2.3964188,48.8566591
47.73Z,rue,MAURICE BOKANOWSKI,ASNIERES-SUR-SEINE,92600,92,POINT (2.2711166 48.8481761),2.2711166,48.8481761
47.73Z,avenue,ARISTIDE BRIAND,ANTONY,92160,92,POINT (2.3241892 48.8897172),2.3241892,48.8897172
47.73Z,place,LE VAU,ASNIERES-SUR-SEINE,92600,92,POINT (2.2826724 48.9155548),2.2826724,48.9155548
47.73Z,rue,DE LA PAROISSE,VERSAILLES,78000,78,POINT (2.2834758 48.905901),2.2834758,48.905901
47.73Z,rue,DE PASSY,PARIS 16,75016,75,POINT (2.3496153 48.8493916),2.3496153,48.8493916
47.73Z,,DU PAVE BLANC,CLAMART,92140,92,POINT (2.2783057 48.8360669),2.2783057,48.8360669
47.73Z,avenue,DE LA MALADRERIE,POISSY,78300,78,POINT (2.3725332 48.6591746),2.3725332,48.6591746
47.73Z,rue,POTTIER,LE CHESNAY-ROCQUENCOURT,78150,78,POINT (2.5491325 48.9060153),2.5491325,48.9060153
47.73Z,rue,DES DEUX FRERES,LE CHESNAY-ROCQUENCOURT,78150,78,POINT (2.217652 48.8469689),2.217652,48.8469689
47.73Z,rue,DU FBG ST ANTOINE,PARIS 11,75011,75,POINT (2.8959433 48.929783),2.8959433,48.929783
47.73Z,boulevard,DAVOUT,PARIS 20,75020,75,POINT (2.4713822 48.8071625),2.4713822,48.8071625
47.73Z,rue,HAUTE,BOURAY-SUR-JUINE,91850,91,POINT (2.3493935 48.90449),2.3493935,48.90449
47.73Z,rue,DE LA CROIX NIVERT,PARIS 15,75015,75,POINT (2.4808885 48.8399825),2.4808885,48.8399825
47.73Z,rue,LA CONDAMINE,PARIS 17,75017,75,POINT (2.1463623 48.9468166),2.1463623,48.9468166
47.73Z,rue,DU GEN LECLERC,CHATOU,78400,78,POINT (2.3237592 48.824807),2.3237592,48.824807
47.73Z,rue,HISPANO SUIZA,BOIS-COLOMBES,92270,92,POINT (2.1356646 48.9383357),2.1356646,48.9383357
47.73Z,rue,DE TURENNE,PARIS 3,75003,75,POINT (2.3710719 48.8541707),2.3710719,48.8541707
47.73Z,rue,ANATOLE FRANCE,LEVALLOIS-PERRET,92300,92,POINT (2.2745405 48.9895605),2.2745405,48.9895605
47.73Z,rue,BUFFON,PARIS 5,75005,75,POINT (2.4005627 48.7941936),2.4005627,48.7941936
47.73Z,rue,PAUL VAILLANT COUTURIER,LEVALLOIS-PERRET,92300,92,POINT (2.4150824 48.9964329),2.4150824,48.9964329
47.73Z,rue,DE LA ROQUETTE,PARIS 11,75011,75,POINT (2.4009167 48.8872421),2.4009167,48.8872421
47.73Z,boulevard,ABEL CORNATON,ARPAJON,91290,91,POINT (2.5331987 48.8578715),2.5331987,48.8578715
47.73Z,rue,DE CHARENTON,PARIS 12,75012,75,POINT (2.4309395 48.7849334),2.4309395,48.7849334
47.73Z,rue,LAMBLARDIE,PARIS 12,75012,75,POINT (2.2986489 48.7891901),2.2986489,48.7891901
47.73Z,rue,DE REUILLY,PARIS 12,75012,75,POINT (2.2328308 48.9465815),2.2328308,48.9465815
47.73Z,avenue,LEDRU ROLLIN,PARIS 12,75012,75,POINT (2.340169 48.887773),2.340169,48.887773
47.73Z,rue,DU CLOS POLLET,PARMAIN,95620,95,POINT (2.3318 48.8779692),2.3318,48.8779692
47.73Z,boulevard,AUGUSTE BLANQUI,PARIS 13,75013,75,POINT (2.2834513 48.859108),2.2834513,48.859108
47.73Z,boulevard,DE L HOPITAL,PARIS 13,75013,75,POINT (2.3018132 48.8478975),2.3018132,48.8478975
47.73Z,rue,JEAN JAURES,LEVALLOIS-PERRET,92300,92,POINT (2.3086972 48.896312),2.3086972,48.896312
47.73Z,avenue,DE LA GARE,LE MEE-SUR-SEINE,77350,77,POINT (2.344583927496521 48.88790005),2.344583927496521,48.88790005
47.73Z,place,LACHAMBEAUDIE,PARIS 12,75012,75,POINT (2.3489606 48.8869511),2.3489606,48.8869511
47.73Z,boulevard,DU GENERAL LECLERC,NANTERRE,92000,92,POINT (2.3563365 48.8393408),2.3563365,48.8393408
47.73Z,rue,EMILE ZOLA,SAINT-OUEN-SUR-SEINE,93400,93,POINT (2.2200477920818447 49.02161825),2.2200477920818447,49.02161825
47.73Z,rue,DE PARIS,PALAISEAU,91120,91,POINT (2.1242479 48.8069523),2.1242479,48.8069523
47.73Z,allée,DES EPINES,MONTIGNY-LE-BRETONNEUX,78180,78,POINT (2.3692874 48.8540462),2.3692874,48.8540462
47.73Z,rue,DE BAGNOLET,PARIS 20,75020,75,POINT (2.2846417 48.8302579),2.2846417,48.8302579
47.73Z,rue,DE REMUSAT,PARIS 16,75016,75,POINT (2.0640745 48.5939878),2.0640745,48.5939878
47.73Z,rue,DAUTANCOURT,PARIS 17,75017,75,POINT (2.5848649 48.9152184),2.5848649,48.9152184
47.73Z,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92600,92,POINT (2.2858402 48.9330894),2.2858402,48.9330894
47.73Z,rue,DENIS PAPIN,ASNIERES-SUR-SEINE,92600,92,POINT (2.8318973 49.0097825),2.8318973,49.0097825
47.73Z,rue,MONGE,PARIS 5,75005,75,POINT (2.2499911 48.5887679),2.2499911,48.5887679
47.73Z,place,BALARD,PARIS 15,75015,75,POINT (2.3774121 48.6882667),2.3774121,48.6882667
47.73Z,avenue,DU COMMANDANT BARRE,VIRY-CHATILLON,91170,91,POINT (2.2641736 48.8289911),2.2641736,48.8289911
47.73Z,allée,DE GAGNY,CLICHY-SOUS-BOIS,93390,93,POINT (2.320109 48.843895),2.320109,48.843895
47.73Z,rue,DU CALVAIRE,SAINT-CLOUD,92210,92,POINT (2.1755384 48.9422471),2.1755384,48.9422471
47.73Z,rue,PASTEUR,NANTEUIL-LES-MEAUX,77100,77,POINT (2.3750256 48.8295117),2.3750256,48.8295117
47.73Z,avenue,DESGENETTES,SAINT-MAUR-DES-FOSSES,94100,94,POINT (1.5850699 50.5211105),1.5850699,50.5211105
47.73Z,rue,ADRIEN LESESNE,SAINT-OUEN-SUR-SEINE,93400,93,POINT (2.3426501 48.819858),2.3426501,48.819858
47.73Z,boulevard,DE STRASBOURG,NOGENT-SUR-MARNE,94130,94,POINT (2.4237792 48.6012859),2.4237792,48.6012859
47.73Z,avenue,LONGUEIL,MAISONS-LAFFITTE,78600,78,POINT (2.5859411 48.8829583),2.5859411,48.8829583
47.73Z,rue,FRIANT,PARIS 14,75014,75,POINT (2.0343064 49.0496433),2.0343064,49.0496433
47.73Z,avenue,DE LA REPUBLIQUE,LE MESNIL-LE-ROI,78600,78,POINT (2.3450429 48.8731757),2.3450429,48.8731757
47.73Z,rue,DU GENERAL LECLERC,EAUBONNE,95600,95,POINT (2.370708 48.8453697),2.370708,48.8453697
47.73Z,rue,GABRIEL PERI,VITRY-SUR-SEINE,94400,94,POINT (2.5032859 49.0447099),2.5032859,49.0447099
47.73Z,avenue,PIERRE SEMARD,ARNOUVILLE,95400,95,POINT (2.3308782 48.8657004),2.3308782,48.8657004
47.73Z,avenue,DU GENERAL DE GAULLE,NEUILLY-SUR-MARNE,93330,93,POINT (2.4041777 48.7408169),2.4041777,48.7408169
47.73Z,rue,DE GRENOBLE,ALFORTVILLE,94140,94,POINT (2.7209253 48.8748222),2.7209253,48.8748222
47.73Z,avenue,GABRIEL PERI,FONTENAY-AUX-ROSES,92260,92,POINT (2.2638184 48.917508),2.2638184,48.917508
47.73Z,avenue,MAURICE UTRILLO,ARGENTEUIL,95100,95,POINT (2.3600396 48.8914956),2.3600396,48.8914956
47.73Z,rue,CORTOT,PARIS 18,75018,75,POINT (2.3709259 48.8232041),2.3709259,48.8232041
47.73Z,rue,BLANCHE,PARIS 9,75009,75,POINT (2.3077277 48.9596709),2.3077277,48.9596709
47.73Z,rue,DE LA TOUR,PARIS 16,75116,75,POINT (2.372803 48.8836109),2.372803,48.8836109
47.73Z,rue,DE SEVRES,PARIS 7,75007,75,POINT (2.1814953 48.8736747),2.1814953,48.8736747
47.73Z,place,CAMBRONNE,PARIS 15,75015,75,POINT (2.0626832 48.8944813),2.0626832,48.8944813
47.73Z,rue,LAMARCK,PARIS 18,75018,75,POINT (2.4159617 48.9214524),2.4159617,48.9214524
47.73Z,rue,POULET,PARIS 18,75018,75,POINT (2.2601312 49.0048106),2.2601312,49.0048106
47.73Z,rue,DES FOSSES ST MARCEL,PARIS 5,75005,75,POINT (2.641154655808404 48.8697607),2.641154655808404,48.8697607
47.73Z,place,STEPHEN HAWKING,TAVERNY,95150,95,POINT (2.2348791 48.9100411),2.2348791,48.9100411
47.73Z,rue,CARNOT,VERSAILLES,78000,78,POINT (2.5517917 48.8884653),2.5517917,48.8884653
47.73Z,boulevard,RICHARD LENOIR,PARIS 11,75011,75,POINT (2.1124824 49.0511798),2.1124824,49.0511798
47.73Z,rue,DE LIMOURS,ANGERVILLIERS,91470,91,POINT (2.2493351 48.8267058),2.2493351,48.8267058
47.73Z,rue,DES BAS PRES,COUBRON,93470,93,POINT (2.5934604051622325 48.622830750000006),2.5934604051622325,48.622830750000006
47.73Z,avenue,LENINE,GENNEVILLIERS,92230,92,POINT (2.4349033 48.8796671),2.4349033,48.8796671
47.73Z,rue,DE LA REPUBLIQUE,MONTHYON,77122,77,POINT (2.2780989 48.8815523),2.2780989,48.8815523
47.73Z,place,DU MARCHE,ARPAJON,91290,91,POINT (2.5170946 48.9080014),2.5170946,48.9080014
47.73Z,avenue,DE LA REPUBLIQUE,JUVISY-SUR-ORGE,91260,91,POINT (2.7033127 48.8324833),2.7033127,48.8324833
47.73Z,rue,ROUGET DE LISLE,ISSY-LES-MOULINEAUX,92130,92,POINT (2.345616243102959 48.53329585),2.345616243102959,48.53329585
47.73Z,avenue,DU MAINE,PARIS 14,75014,75,POINT (2.3269546 48.8761508),2.3269546,48.8761508
47.73Z,rue,GABRIEL PERI,SARTROUVILLE,78500,78,POINT (2.6336796 48.5167116),2.6336796,48.5167116
47.73Z,rue,DE TOLBIAC,PARIS 13,75013,75,POINT (2.3011341 48.8718435),2.3011341,48.8718435
47.73Z,rue,DE LA PAIX,MONTREUIL,93100,93,POINT (2.2227793 49.0155972),2.2227793,49.0155972
47.73Z,boulevard,JOURDAN,PARIS 14,75014,75,POINT (2.3262126 48.703562),2.3262126,48.703562
47.73Z,rue,DE PARIS,LISSES,91090,91,POINT (2.3709431 48.8523901),2.3709431,48.8523901
47.73Z,rue,GUSTAVE NAST,CHELLES,77500,77,POINT (2.5839665 48.8419592),2.5839665,48.8419592
47.73Z,rue,DE TREVISE,PARIS 9,75009,75,POINT (2.4060702 48.6480055),2.4060702,48.6480055
47.73Z,,D ANTONY CHARLES DE GAULLE,WISSOUS,91320,91,POINT (2.3334722 48.8127779),2.3334722,48.8127779
47.73Z,place,DE LA VICTOIRE,PALAISEAU,91120,91,POINT (2.4153997 48.8746381),2.4153997,48.8746381
47.73Z,boulevard,DIDEROT,PARIS 12,75012,75,POINT (2.1869374 48.9187672),2.1869374,48.9187672
47.73Z,place,JEAN BAPTISTE COROT,LOUVRES,95380,95,POINT (2.2346928 48.8148358),2.2346928,48.8148358
47.73Z,rue,DU MARCHE ST HONORE,PARIS 1,75001,75,POINT (2.4162873 48.7772313),2.4162873,48.7772313
47.73Z,,LOUIS LOGRE,NOISIEL,77186,77,POINT (2.417667 48.9938976),2.417667,48.9938976
47.73Z,rue,DE ST GERMAIN,ITTEVILLE,91760,91,POINT (2.3063177 48.8281428),2.3063177,48.8281428
47.73Z,rue,DU 11 NOVEMBRE 1918,ORLY,94310,94,POINT (2.285576952889324 48.8210761),2.285576952889324,48.8210761
47.73Z,place,MARCEL RIVIERE,LAGNY-SUR-MARNE,77400,77,POINT (2.4016677 48.7942503),2.4016677,48.7942503
47.73Z,avenue,GAMBETTA,BOIS-COLOMBES,92270,92,POINT (2.0440388 48.7075418),2.0440388,48.7075418
47.73Z,rue,DE LA CHAPELLE,PARIS 18,75018,75,POINT (2.3843714 48.9773845),2.3843714,48.9773845
47.73Z,rue,DU CHATEAU DES RENTIERS,PARIS 13,75013,75,POINT (2.2146349 48.8123306),2.2146349,48.8123306
47.73Z,avenue,D'ENGHIEN,EPINAY-SUR-SEINE,93800,93,POINT (2.2288602 48.7359081),2.2288602,48.7359081
47.73Z,avenue,JEAN JAURES,PARIS 19,75019,75,POINT (2.2730149 48.8240399),2.2730149,48.8240399
47.73Z,rue,DU CHATEAU,RUEIL-MALMAISON,92500,92,POINT (2.2390975 48.5803242),2.2390975,48.5803242
47.73Z,rue,PDT FRANCOIS MITTERRAND,LONGJUMEAU,91160,91,POINT (2.3725154 48.8783091),2.3725154,48.8783091
47.73Z,rue,DE LA PORTE JAUNE,GARCHES,92380,92,POINT (2.0330668 49.0500433),2.0330668,49.0500433
47.73Z,rue,SAINT LEGER,SAINT-GERMAIN-EN-LAYE,78100,78,POINT (2.2844999 48.87297),2.2844999,48.87297
47.73Z,,DE VERSAILLES,MAGNY-LES-HAMEAUX,78114,78,POINT (2.454873840016173 48.8023643),2.454873840016173,48.8023643
47.73Z,rue,DE GRAVIGNY,CHILLY-MAZARIN,91380,91,POINT (2.480048 48.9032216),2.480048,48.9032216
47.73Z,rue,MAURICE LACHATRE,LA COURNEUVE,93120,93,POINT (2.3715824 48.8201493),2.3715824,48.8201493
47.73Z,avenue,DU GENERAL LECLERC,SAINT-PRIX,95390,95,POINT (2.1939238 48.9686421),2.1939238,48.9686421
47.73Z,place,DE LA REPUBLIQUE,VAIRES-SUR-MARNE,77360,77,POINT (2.2242744 48.8683711),2.2242744,48.8683711
47.73Z,boulevard,CHARLES DE GAULLE,COLOMBES,92700,92,POINT (2.5125421 48.8344012),2.5125421,48.8344012
47.73Z,avenue,GABRIEL PERI,MONTFERMEIL,93370,93,POINT (2.161402383989436 48.8020041),2.161402383989436,48.8020041
47.73Z,rue,DU MAIL,SAINT OUEN L'AUMONE,95310,95,POINT (2.4015373 48.8599073),2.4015373,48.8599073
47.73Z,rue,ST DOMINIQUE,PARIS 7,75007,75,POINT (2.2932016 48.8807001),2.2932016,48.8807001
47.73Z,boulevard,ROBERT,LA CHAPELLE-GAUTHIER,77720,77,POINT (2.379915 48.8199505),2.379915,48.8199505
47.73Z,avenue,PIERRE GRENIER,BOULOGNE-BILLANCOURT,92100,92,POINT (2.091148 49.0129834),2.091148,49.0129834
47.73Z,place,DE LA FONTAINE,MOISSY-CRAMAYEL,77550,77,POINT (2.6584781 48.7246773),2.6584781,48.7246773
47.73Z,rue,DE LA REPUBLIQUE,ROMAINVILLE,93230,93,POINT (1.9172286 48.973965),1.9172286,48.973965
47.73Z,rue,DE CHARTRES,NEUILLY-SUR-SEINE,92200,92,POINT (2.2563047 48.9653277),2.2563047,48.9653277
47.73Z,avenue,DE CHANZY,LES PAVILLONS-SOUS-BOIS,93320,93,POINT (2.2184172 48.9245125),2.2184172,48.9245125
47.73Z,allée,DES DEUX CHATEAUX,BUSSY-SAINT-GEORGES,77600,77,POINT (2.356524 48.8294546),2.356524,48.8294546
47.73Z,place,COMMUNE DE PARIS,ITTEVILLE,91760,91,POINT (2.2799401 48.842848),2.2799401,48.842848
